,id,gender,age,company_name,intern_role,internship_duration,academic_gpa,number_of_internships_completed,number_of_certification,intern_technical_skills,programming_level,technical_skills_required,technical_interview_score,education,department,internship_success
1261,d32d853e-7ad6-4a46-a1a6-39fd20ced889,male,21,CLIMDES,Frontend,12,3.6165982053058423,4,5,"['CSS', 'SQL', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",225,graduate,Engineering,True
1262,93fc3049-76e9-4564-81c4-a3f4efeae54f,male,25,CLIMDES,Backend,3,3.7909206560612807,4,3,"['SQL', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",250,graduate,Engineering,True
1263,e7b7091f-d1a9-44f7-ad41-58783384f03d,male,21,CLIMDES,Machine Learning,12,2.929943480149441,1,2,"['SQL', 'Python', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",181,graduate,Mathematics,False
1264,be566d8a-b304-435e-b092-a14c965902ba,male,22,CLIMDES,Frontend,12,2.7121538921399657,2,0,"['Excel', 'SQL', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",185,graduate,Engineering,False
1265,51606c08-ec8c-4dcf-95c1-4e8e16c7a79e,male,22,CLIMDES,Backend,6,2.408713526234761,2,2,"['Java', 'C', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",169,graduate,Engineering,False
1266,fdb7a094-ed65-430b-9439-e8a33dd1223c,female,21,CLIMDES,Backend,3,2.8919924779135457,0,2,"['C', 'C++', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",186,student,Statistics,False
1267,95444eae-1700-41de-bd5b-ee1f36f5062a,female,22,CLIMDES,Backend,3,2.6600646443778837,0,2,"['CSS', 'C++', 'Java']",Beginner,"['Python', 'Java', 'SQL']",195,graduate,Computer Science,False
1268,ab3621b8-f855-483e-926b-3cf557d7e781,female,23,CLIMDES,Machine Learning,6,2.545504691141562,2,0,"['PowerPoint', 'HTML', 'SQL']",Beginner,"['Python', 'SQL', 'Machine Learning']",191,student,Computer Science,False
1269,02c0c3d7-756c-4d79-ad3b-cb7ab0f3e402,female,25,CLIMDES,Backend,3,2.4885472571552887,0,0,"['SQL', 'CSS', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",162,student,Engineering,False
1270,8ff166a1-8ed2-48fb-83d0-7ad60353207d,female,24,CLIMDES,Backend,6,2.908625819126131,0,1,"['C', 'CSS', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",181,student,Statistics,False
1271,c186f52b-c03a-4f63-8dcb-f8ee993c112e,male,22,CLIMDES,Frontend,3,2.7293739637116623,1,2,"['Python', 'Excel', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",165,student,Engineering,False
1272,9e48b294-43db-43a5-bda5-618d1a230417,female,25,CLIMDES,Backend,12,2.2658298584515197,0,1,"['C', 'SQL', 'C++']",Beginner,"['Python', 'Java', 'SQL']",176,student,Computer Science,False
1273,c2fa895d-3127-454b-98dd-a4b102f818b0,female,25,CLIMDES,Frontend,12,3.887613143363425,5,7,"['Python', 'CSS', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",229,student,Mathematics,True
1274,59a1cd6e-2169-471d-927a-0b7eec3cc3c7,male,25,CLIMDES,Backend,3,2.044550761648993,2,2,"['C++', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",172,graduate,Computer Science,False
1275,0c87651b-fcb8-4cb8-ae9e-19cce37b87ed,female,21,CLIMDES,Frontend,12,2.4824440779679575,1,1,"['SQL', 'R', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",194,student,Computer Science,False
1276,87f5b3dc-baf7-441e-801c-bee8982d1fee,female,25,CLIMDES,Machine Learning,3,3.577935306703443,2,3,"['Python', 'HTML', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",229,graduate,Mathematics,True
1277,cd6cf8d2-469b-431c-8407-5d4c9b313587,female,21,CLIMDES,Frontend,12,3.549185909526914,2,10,"['SQL', 'JavaScript', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",220,graduate,Engineering,True
1278,4dbb475e-df60-4e58-9a30-ad08dfc8e800,male,23,CLIMDES,Machine Learning,3,2.5116060619676306,2,0,"['SQL', 'Python', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",188,student,Statistics,False
1279,7bba05cf-54c4-48db-b9e0-1385d0801478,female,24,CLIMDES,Backend,12,3.8774933631193393,4,9,"['C', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",223,graduate,Statistics,True
1280,8cce9f80-c807-4dc5-869b-6499eab6f0c9,male,21,CLIMDES,Machine Learning,3,2.55925291869912,2,0,"['Excel', 'SQL', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",157,graduate,Mathematics,False
1281,edfdf5a2-2184-4d48-b1b0-8c0326be4dcf,male,25,CLIMDES,Machine Learning,12,3.975544414837282,4,3,"['SQL', 'CSS', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",237,student,Statistics,True
1282,09b5d6ec-ad8f-4a25-b5ca-d787a15196a6,male,22,CLIMDES,Backend,6,2.0232366948871015,0,0,"['CSS', 'Java', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",161,graduate,Mathematics,False
1283,c43f4887-da6b-4a00-bd23-5c4b67ca8ede,female,21,CLIMDES,Frontend,12,2.7262753624572893,1,1,"['JavaScript', 'CSS', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",150,graduate,Engineering,False
1284,68a26db7-c640-466a-83d4-f5c5bcff4d76,female,22,CLIMDES,Backend,6,2.1130097037996745,1,1,"['C++', 'Java', 'C']",Intermediate,"['Python', 'Java', 'SQL']",159,graduate,Computer Science,False
1285,3d1df9ce-8b33-4568-8035-1876ae004df2,female,24,CLIMDES,Backend,12,2.8402759468265613,2,1,"['C++', 'SQL', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",151,student,Statistics,False
1286,1117fd62-0ed0-4040-b17e-511690494f40,female,22,CLIMDES,Backend,12,2.1328374648546276,2,0,"['C', 'C++', 'CSS']",Beginner,"['Python', 'Java', 'SQL']",161,student,Computer Science,False
1287,28007a54-e78a-4737-8b53-f87a73515c02,male,24,CLIMDES,Backend,6,3.577839224016015,1,5,"['C++', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",222,student,Computer Science,True
1288,9e2f9e18-3aa3-476e-99a7-678a86f75372,male,21,CLIMDES,Backend,6,2.3730224510869506,0,1,"['C', 'Java', 'CSS']",Intermediate,"['Python', 'Java', 'SQL']",188,student,Engineering,False
1289,52a78c1b-8c32-45c6-8fd7-7a99ff6c00e7,female,24,CLIMDES,Frontend,3,2.6901234880411034,1,0,"['Python', 'CSS', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",188,student,Mathematics,False
1290,61d18dca-2e64-4cbc-a228-ad364fc44887,male,22,CLIMDES,Frontend,12,2.066907830656446,0,1,"['JavaScript', 'Python', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",169,student,Mathematics,False
1291,9af31280-bb87-4f5f-8910-09e94f9b6b1d,female,23,CLIMDES,Backend,3,3.639421559073272,1,3,"['C', 'Java', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",221,student,Engineering,True
1292,16777503-58a5-4132-aee6-42518e62caab,female,25,CLIMDES,Frontend,6,2.86979224138709,0,0,"['Python', 'SQL', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",181,graduate,Mathematics,False
1293,b512578e-323a-4e2b-a51c-43345908c79e,male,23,CLIMDES,Backend,6,3.678716864938949,4,7,"['Python', 'C', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",231,student,Statistics,True
1294,8df745bb-df4e-445e-818e-99fe37ca2282,female,22,CLIMDES,Backend,12,3.567431762923935,2,3,"['C', 'Python', 'SQL']",Intermediate,"['Python', 'Java', 'SQL']",244,graduate,Statistics,True
1295,d21763f0-ca90-4d6d-8ddf-c89403ec90a4,male,22,CLIMDES,Machine Learning,6,2.692577070241012,0,1,"['HTML', 'Pandas', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",175,student,Mathematics,False
1296,f39efdc7-1639-4101-b8b3-84a475ab515e,female,21,CLIMDES,Backend,12,3.6900030233182903,3,7,"['C++', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",244,graduate,Mathematics,True
1297,f81abf76-84b4-49d8-9041-2be3866afcf3,female,23,CLIMDES,Backend,12,3.8349863718348627,2,4,"['C++', 'C', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",221,graduate,Computer Science,True
1298,dea1ef64-3394-431c-8359-29c054c9d886,male,23,CLIMDES,Machine Learning,12,2.2239754123449864,0,0,"['SQL', 'HTML', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",165,student,Computer Science,False
1299,b508d496-57cf-44c0-8c0f-f357958eb2e2,female,21,CLIMDES,Frontend,3,3.854261381958015,5,10,"['SQL', 'Python', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",228,student,Statistics,True
1300,fb012c6c-b69a-40b4-bc24-8ae86a5be2f0,female,21,CLIMDES,Backend,12,2.1959110211850477,1,1,"['C', 'CSS', 'Java']",Beginner,"['Python', 'Java', 'SQL']",171,graduate,Mathematics,False
1301,3598e9b9-93a8-4635-b460-aaa7ec0cd708,male,23,CLIMDES,Machine Learning,3,2.603274835822135,1,1,"['Pandas', 'SQL', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",178,student,Computer Science,False
1302,8e137771-1bb9-4334-a206-cf82df2b2a5c,female,24,CLIMDES,Machine Learning,6,3.9150006997678046,2,8,"['Machine Learning', 'HTML', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",220,graduate,Computer Science,True
1303,cd3a32b1-c26f-400a-81b7-bf437e71ce00,female,23,CLIMDES,Backend,6,3.6587027935963365,1,6,"['C', 'C++', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",250,graduate,Statistics,True
1304,933cbcca-f87e-4f16-90b1-ee7f362e5c22,female,21,CLIMDES,Machine Learning,3,3.8176055157820694,5,7,"['SQL', 'Machine Learning', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",250,student,Computer Science,True
1305,81f96a48-e8a3-4d11-95ac-0db44a6493bf,female,21,CLIMDES,Machine Learning,3,2.293759455348114,2,1,"['Pandas', 'PowerPoint', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",178,student,Statistics,False
1306,617a777b-fbe8-4101-ba31-1172b7b1d266,male,22,CLIMDES,Frontend,3,2.599763950583636,1,0,"['Python', 'R', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",156,graduate,Mathematics,False
1307,2b7ea0c8-b730-43e2-8ab5-99bdafacea40,female,23,CLIMDES,Backend,6,3.6821700431846036,5,9,"['SQL', 'Java', 'C']",Intermediate,"['Python', 'Java', 'SQL']",225,graduate,Computer Science,True
1308,ee5c5745-4c2f-4522-9417-142373a8910e,male,21,CLIMDES,Backend,12,2.2913003956963913,2,1,"['C++', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",185,graduate,Engineering,False
1309,c3646937-b48a-47b1-87c4-52c0ec2f6836,male,25,CLIMDES,Backend,6,2.1315570801086046,2,2,"['CSS', 'Java', 'SQL']",Beginner,"['Python', 'Java', 'SQL']",165,graduate,Engineering,False
1310,978bd81b-6304-46c3-8315-071f893c3b03,male,23,CLIMDES,Frontend,12,2.9394279805387087,2,1,"['R', 'JavaScript', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",173,student,Mathematics,False
1311,bc725c50-79f2-4c41-ab42-973c0e891d44,female,25,CLIMDES,Frontend,3,2.5142971847404163,1,1,"['SQL', 'JavaScript', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",162,graduate,Computer Science,False
1312,db87c5ad-a33a-4c61-9f84-f892a9e31db1,male,23,CLIMDES,Frontend,12,2.3607871706430554,0,0,"['CSS', 'R', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",185,student,Statistics,False
1313,298acc6b-3bfa-43f2-96ce-f47367f3bfe8,male,25,CLIMDES,Frontend,6,3.6766916952788513,5,4,"['Python', 'JavaScript', 'CSS']",Intermediate,"['HTML', 'CSS', 'JavaScript']",233,student,Engineering,True
1314,064b4396-b94e-4c96-9361-acd47e1c288b,male,24,CLIMDES,Frontend,6,2.8020243163018645,1,2,"['Python', 'CSS', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",171,graduate,Computer Science,False
1315,eb0173af-8fde-4c0d-9846-3e8140958287,male,21,CLIMDES,Machine Learning,12,2.3920476013991534,2,0,"['Python', 'SQL', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",171,student,Engineering,False
1316,3be0e1e8-f387-4086-bff2-68f033745d70,male,24,CLIMDES,Machine Learning,6,2.622551979312971,0,0,"['PowerPoint', 'Excel', 'SQL']",Beginner,"['Python', 'SQL', 'Machine Learning']",172,graduate,Computer Science,False
1317,67b24c76-f73d-40c0-9cda-436e1feb4b8f,male,25,CLIMDES,Frontend,3,2.709510506124291,2,0,"['Python', 'CSS', 'SQL']",Beginner,"['HTML', 'CSS', 'JavaScript']",151,graduate,Engineering,False
1318,11cd03ef-df76-4e1d-ba9c-b8f902cf3f11,female,23,CLIMDES,Frontend,6,2.5627893046351247,0,1,"['SQL', 'R', 'Python']",Intermediate,"['HTML', 'CSS', 'JavaScript']",197,student,Statistics,False
1319,54d552fa-c0f1-423c-9201-6ab8b6b0ffed,female,22,CLIMDES,Frontend,6,2.993150368652724,2,1,"['SQL', 'Python', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",189,graduate,Statistics,False
1320,cb644a56-93f1-4389-a356-a9b495a6b583,female,25,CLIMDES,Frontend,12,2.887969880742496,2,2,"['R', 'CSS', 'SQL']",Beginner,"['HTML', 'CSS', 'JavaScript']",181,graduate,Computer Science,False
1321,452c485e-45af-47f0-be38-cfab89ea2eaf,female,25,CLIMDES,Machine Learning,12,2.1942224708131546,2,1,"['PowerPoint', 'Excel', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",165,graduate,Computer Science,False
1322,58cd4bb9-4ade-4bf2-9bd8-34ecc11b07e5,male,21,CLIMDES,Backend,6,2.941056457320722,0,0,"['SQL', 'CSS', 'Java']",Beginner,"['Python', 'Java', 'SQL']",150,graduate,Mathematics,False
1323,b98a198f-994b-4637-b6f0-dc10abf9a396,female,21,CLIMDES,Machine Learning,6,2.5533787994291526,0,1,"['Python', 'SQL', 'Excel']",Beginner,"['Python', 'SQL', 'Machine Learning']",161,graduate,Engineering,False
1324,4c038e33-56b2-418b-b222-4be4d0775173,male,25,CLIMDES,Backend,6,3.9778451087324793,4,8,"['Java', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",227,graduate,Mathematics,True
1325,91ce26f3-c28c-4cae-b20e-633861b52443,male,23,CLIMDES,Frontend,3,2.112457226951542,0,0,"['R', 'SQL', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",173,graduate,Computer Science,False
1326,ba1bde70-d662-49a0-8e3d-e89bd2c07fe1,female,24,CLIMDES,Backend,6,3.860938627246961,4,4,"['Python', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",224,student,Engineering,True
1327,98a8a801-f298-4449-afb6-58fd5976ed6b,male,25,CLIMDES,Machine Learning,3,2.9704621484717766,2,2,"['Excel', 'Python', 'Pandas']",Intermediate,"['Python', 'SQL', 'Machine Learning']",157,student,Mathematics,False
1328,62f1f454-872f-4dd3-873d-788906b13b1e,male,25,CLIMDES,Frontend,3,3.968044527543987,2,7,"['JavaScript', 'Python', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",229,graduate,Mathematics,True
1329,16b4c6cd-7f9e-4c69-baf2-5a9b3fddb710,male,22,CLIMDES,Machine Learning,12,3.66957197871533,1,5,"['Machine Learning', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",225,student,Statistics,True
1330,83b7e5d0-e287-438e-8b54-ccae14b03f81,male,22,CLIMDES,Frontend,3,2.4643134429357487,0,1,"['SQL', 'CSS', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",174,student,Computer Science,False
1331,dc4a0a91-9c44-4091-8770-52befb6ef7e2,male,24,CLIMDES,Machine Learning,12,3.697488761853441,3,4,"['HTML', 'Machine Learning', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",244,student,Statistics,True
1332,1c57e47d-2bb0-4dba-90f1-4383069cdc2b,female,21,CLIMDES,Machine Learning,6,2.4918753076098055,2,0,"['Excel', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",188,graduate,Statistics,False
1333,d93bc089-6d4c-420c-91f7-4a2d30501f85,male,21,CLIMDES,Machine Learning,6,2.316802046708945,1,2,"['Pandas', 'Excel', 'PowerPoint']",Beginner,"['Python', 'SQL', 'Machine Learning']",153,student,Mathematics,False
1334,246048ac-ae98-453b-8d42-c3772a3d09af,female,24,CLIMDES,Backend,6,2.3164006866459204,1,2,"['C', 'CSS', 'C++']",Beginner,"['Python', 'Java', 'SQL']",157,graduate,Computer Science,False
1335,e5565897-df2d-468c-819e-7c44d6d511e7,female,24,CLIMDES,Backend,12,2.010437319338299,2,2,"['Java', 'SQL', 'C++']",Beginner,"['Python', 'Java', 'SQL']",175,graduate,Engineering,False
1336,90b7b164-3214-47ff-adfa-a4b66fa9adcf,female,23,CLIMDES,Machine Learning,12,2.1623075866923918,1,0,"['Pandas', 'Excel', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",173,student,Computer Science,False
1337,e53e7054-5046-4861-a7cc-95610f310866,female,23,CLIMDES,Frontend,3,2.456772777489432,1,0,"['R', 'Python', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",177,graduate,Mathematics,False
1338,72265e9e-ff61-4060-b51b-c6f7ebd046af,female,25,CLIMDES,Frontend,3,2.4754037694182953,1,1,"['JavaScript', 'CSS', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",185,graduate,Mathematics,False
1339,e76a1426-565d-448c-96ab-d4d2929f741b,male,21,CLIMDES,Machine Learning,6,2.5095203692059087,2,1,"['HTML', 'PowerPoint', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",155,graduate,Engineering,False
1340,1f868a69-4383-40d3-9f88-81da58c2a82b,male,23,CLIMDES,Machine Learning,3,3.5848255054163225,2,5,"['Python', 'Machine Learning', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",237,graduate,Engineering,True
1341,7efc3056-33c4-4f35-bd66-3909645caea0,female,21,CLIMDES,Frontend,12,3.680557233186036,4,8,"['SQL', 'CSS', 'HTML']",Intermediate,"['HTML', 'CSS', 'JavaScript']",245,student,Mathematics,True
1342,69f79ec5-c704-4d8f-b721-b9871801fd83,female,25,CLIMDES,Frontend,12,3.5862322730049083,5,6,"['Python', 'SQL', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",245,student,Computer Science,True
1343,a7888927-955f-40de-9952-d28121e7de89,female,23,CLIMDES,Backend,12,3.6406696679933535,2,3,"['C', 'SQL', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",243,student,Engineering,True
1344,66e14005-80dc-4424-b5f4-c2b0ec64773c,male,23,CLIMDES,Machine Learning,3,3.9716086414872507,5,5,"['Machine Learning', 'CSS', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",239,graduate,Statistics,True
1345,aeda775d-d5f7-4a30-a579-b1be0c10fe12,male,25,CLIMDES,Machine Learning,3,3.7731992870328663,3,9,"['HTML', 'Python', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",232,student,Engineering,True
1346,c37e7874-b647-4241-87ee-18fbad0d1aa2,male,24,CLIMDES,Machine Learning,6,3.6530501238038338,4,9,"['CSS', 'Machine Learning', 'SQL']",Intermediate,"['Python', 'SQL', 'Machine Learning']",224,graduate,Mathematics,True
1347,660df9ec-4e9b-4186-aab5-4897897f5b9b,female,21,CLIMDES,Backend,3,3.8572903132246634,5,8,"['C++', 'C', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",224,graduate,Statistics,True
1348,5031869f-bab5-4f59-b1cc-c34978bd6ce7,female,23,CLIMDES,Frontend,12,2.912977271370412,0,1,"['Excel', 'Python', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",155,student,Computer Science,False
1349,d366ebfd-b48f-4e14-9d64-eacc9b1f0218,female,23,CLIMDES,Machine Learning,6,2.576018763562779,0,0,"['SQL', 'Pandas', 'HTML']",Beginner,"['Python', 'SQL', 'Machine Learning']",194,student,Statistics,False
1350,6216ad10-22fe-4f48-8b54-5d8fbd63ecaa,male,25,CLIMDES,Machine Learning,6,3.606932915072598,1,5,"['HTML', 'SQL', 'Python']",Intermediate,"['Python', 'SQL', 'Machine Learning']",250,graduate,Computer Science,True
1351,c07a48da-a718-499f-a7a9-7ae398bc5dd0,female,25,CLIMDES,Machine Learning,3,2.495971337564781,1,2,"['Python', 'SQL', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",186,student,Mathematics,False
1352,a284a578-ddbf-47a1-b39d-4e954fe9c446,male,25,CLIMDES,Frontend,3,3.917262848070296,2,5,"['Python', 'HTML', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",246,graduate,Engineering,True
1353,a6834016-6ca1-45a7-bcd6-1bca821bce10,female,21,CLIMDES,Frontend,6,2.8450714455085313,1,2,"['SQL', 'R', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",187,student,Engineering,False
1354,e20c943e-1ecd-4dbf-975a-6e47998bc70b,female,23,CLIMDES,Frontend,12,2.2576420037911396,1,0,"['SQL', 'Python', 'CSS']",Beginner,"['HTML', 'CSS', 'JavaScript']",166,student,Computer Science,False
1355,934d92bb-a5bd-4e07-a3c5-589c2580a568,male,23,CLIMDES,Backend,12,2.7506158006821195,1,1,"['C', 'SQL', 'Java']",Beginner,"['Python', 'Java', 'SQL']",157,student,Computer Science,False
1356,edbcc959-7b81-4de4-961c-74f0822f680c,female,24,CLIMDES,Backend,12,2.259455820502949,1,1,"['CSS', 'SQL', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",182,graduate,Computer Science,False
1357,c65e07e0-e3dd-4ea4-8fda-f4c2ff7716ff,female,21,CLIMDES,Frontend,12,2.7646379590777097,0,2,"['Excel', 'CSS', 'Python']",Beginner,"['HTML', 'CSS', 'JavaScript']",195,student,Statistics,False
1358,73defe2a-254b-4745-8d56-28f1f9d8fd98,female,23,CLIMDES,Frontend,3,2.574762809561836,1,1,"['SQL', 'CSS', 'Excel']",Intermediate,"['HTML', 'CSS', 'JavaScript']",170,graduate,Computer Science,False
1359,a99ce8a1-5dcc-4255-b8a1-218a41b723c3,female,22,CLIMDES,Machine Learning,12,3.698595962557569,4,6,"['Python', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",236,graduate,Engineering,True
1360,f8f26291-d0a0-457b-8ac0-385e7d64c941,female,24,CLIMDES,Machine Learning,6,2.5458835358003498,2,1,"['PowerPoint', 'Python', 'Pandas']",Beginner,"['Python', 'SQL', 'Machine Learning']",163,student,Statistics,False
1361,cdfe5f87-f7bb-4799-b7fe-0e1486a17eb6,female,23,CLIMDES,Frontend,6,2.5579960194265197,2,2,"['SQL', 'CSS', 'R']",Intermediate,"['HTML', 'CSS', 'JavaScript']",172,student,Mathematics,False
1362,eabc042c-142c-4b3f-81e6-919c5d052cb9,male,24,CLIMDES,Machine Learning,12,3.5365695333751397,1,10,"['Python', 'Machine Learning', 'CSS']",Intermediate,"['Python', 'SQL', 'Machine Learning']",236,graduate,Computer Science,True
1363,6ffc0c7b-5793-464d-8fb9-126f67308f31,male,24,CLIMDES,Backend,6,3.7031169093149536,3,4,"['C', 'Java', 'Python']",Intermediate,"['Python', 'Java', 'SQL']",226,student,Engineering,True
1364,77b76151-2465-445f-bbdf-d8a14baf1efc,female,22,CLIMDES,Frontend,12,2.116572143829785,2,2,"['R', 'SQL', 'Excel']",Beginner,"['HTML', 'CSS', 'JavaScript']",155,student,Mathematics,False
1365,1bd5e85c-910b-49a2-9a8f-2fd57fc33f7d,female,23,CLIMDES,Frontend,12,2.1531049238263176,2,2,"['Python', 'Excel', 'JavaScript']",Beginner,"['HTML', 'CSS', 'JavaScript']",166,student,Statistics,False
1366,574eeab4-e45a-44a4-a22e-fde21514bf8d,male,24,CLIMDES,Machine Learning,6,2.3592559569291103,2,0,"['PowerPoint', 'Excel', 'SQL']",Beginner,"['Python', 'SQL', 'Machine Learning']",179,student,Mathematics,False
1367,be8d587b-eb46-480a-ba5a-8f1d5c97dcf0,female,22,CLIMDES,Frontend,3,3.861945203516168,3,6,"['CSS', 'HTML', 'JavaScript']",Intermediate,"['HTML', 'CSS', 'JavaScript']",232,student,Computer Science,True
1368,71e8501b-26bd-4d07-95ec-071546d6ea4b,male,25,CLIMDES,Machine Learning,6,2.8350643698836215,0,2,"['Excel', 'HTML', 'PowerPoint']",Intermediate,"['Python', 'SQL', 'Machine Learning']",170,graduate,Statistics,False
1369,17999d6b-0a30-4ca4-b257-d2ffc264d02a,female,25,CLIMDES,Machine Learning,12,2.4206817340641043,1,1,"['Python', 'HTML', 'Excel']",Intermediate,"['Python', 'SQL', 'Machine Learning']",182,student,Computer Science,False
1370,46f90e88-153b-4e46-b142-ccc1c2b41fd0,female,24,CLIMDES,Machine Learning,3,2.1947869044048764,1,0,"['Pandas', 'Excel', 'Python']",Beginner,"['Python', 'SQL', 'Machine Learning']",195,graduate,Statistics,False
1371,237c8534-3c69-4385-842d-253fc1108242,female,23,CLIMDES,Machine Learning,3,2.068789369342161,2,1,"['Excel', 'SQL', 'HTML']",Intermediate,"['Python', 'SQL', 'Machine Learning']",196,graduate,Computer Science,False
1372,c8687226-6058-46a4-a764-d13cf621098e,male,25,CLIMDES,Backend,12,2.06258440395653,0,1,"['SQL', 'CSS', 'C']",Beginner,"['Python', 'Java', 'SQL']",169,graduate,Engineering,False
1373,00566356-6143-482a-a497-1d2ef3b31b37,female,22,CLIMDES,Backend,12,3.943214570010906,2,8,"['C++', 'Python', 'Java']",Intermediate,"['Python', 'Java', 'SQL']",244,student,Computer Science,True
1374,d51d11c5-5f89-4a38-9aa6-0232d6646ed4,male,24,CLIMDES,Backend,3,2.063024328760415,1,1,"['CSS', 'SQL', 'Java']",Beginner,"['Python', 'Java', 'SQL']",185,student,Computer Science,False
1375,a6169915-917b-4f53-a95d-062bbb81f6ce,male,24,CLIMDES,Frontend,3,3.5354915215367404,5,4,"['Python', 'HTML', 'SQL']",Intermediate,"['HTML', 'CSS', 'JavaScript']",239,graduate,Mathematics,True
1376,362daed0-bce0-4259-80a3-f14f590b9b91,male,21,CLIMDES,Frontend,12,2.7281006162095416,2,0,"['Python', 'JavaScript', 'R']",Beginner,"['HTML', 'CSS', 'JavaScript']",185,graduate,Mathematics,False
1377,360f592a-7161-4e27-96cb-b97c4a2d7092,female,24,CLIMDES,Backend,12,3.895359696181325,5,9,"['C++', 'SQL', 'C']",Intermediate,"['Python', 'Java', 'SQL']",245,student,Computer Science,True
1378,22368163-d436-49c7-acf6-1a8cf7c7f71b,female,22,CLIMDES,Backend,3,2.051592249161119,0,0,"['CSS', 'Java', 'C++']",Intermediate,"['Python', 'Java', 'SQL']",177,student,Computer Science,False
